cooking_suitability_id,seafood_item_id,fish_name,scientific_name,cooking_method_id,cooking_method_code,cooking_method,cooking_method_ms,suitability_score,reason_en,reason_ms,source,updated_at
c994b3cc-7e44-53d7-bd01-ac7649f2d35d,b3569d3c-5839-5ae9-a817-62ff4816b7f9,Bulu Ayam (Ikan Masin),Coilia spp.,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,2,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
b91e6e21-3351-5c43-b68f-6f7f60b70884,787f6b9c-2c57-5182-bf4f-daa1bc44f505,Bulus,Sillago sihama,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,3,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
b1310302-e38b-566b-b91c-cba0404bdcfd,dcc81043-d6fa-53b1-8524-4f54e65f29c5,Cencaru,Megalaspis cordyla,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,3,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
85acaa34-75a8-5479-8e47-91930265e59e,dc1e3515-68d0-53e5-8e92-78b919a45819,Chinook Salmon,Oncorhynchus tshawytscha,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,5,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
df1f989e-f1ee-5e33-a303-9313cd2a46e3,e6548466-ddee-5869-9c37-ebefe823902a,Hoki,Macruronus novaezelandiae,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,5,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
6c9becc1-8b9f-507b-80f1-7355c399b169,f3f3c7bd-1eb7-564c-8637-5ab161a95cd9,Ikan Bilis,Stolephorus spp.,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,2,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
f943e715-3923-5f91-ac6a-adfb17ad4dc4,f7f3bd66-5b34-5036-b7c7-c5db69f59d56,Ikan Delah / Tauhu,Caesio cuning,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,3,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
0d255ffb-84fd-5c11-b135-6615c9d4239e,dbab3447-e562-5df2-903a-86809d88870f,Ikan Gelama,Sciaenidae spp.,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,3,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
20a03c5d-9808-55d5-be1a-2a6001bcf655,1440811b-b95a-5652-b0e0-434ecfd6323d,Ikan Merah,Lutjanus sebae,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,4,Good baked whole; the skin protects the flesh.,Sesuai dibakar utuh; kulitnya melindungi isi.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
27634d30-4725-5cd5-81cd-acd09bbd322a,b90ffdd1-e4da-5c5c-adb4-00af3f3cfec9,Ikan Sebelah,Pseudorhombus malayanus,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,4,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
658fc8df-5b27-5138-bbb4-c63a524b68ff,00c81692-08d3-5646-9562-b0e193c6b01d,Ikan Selar,Decapterus akaadsi,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,3,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
7788081f-76aa-5c44-bb3d-b1408a7b16c3,3fa4c3d3-6a40-5afe-9a71-e918908005cd,Jenahak,Lutjanus johnii,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,3,"Good whole-baked, though it dries if overcooked.","Sesuai dibakar utuh, tetapi kering jika terlebih masak.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
ee890fe0-3ec5-556a-9560-25f4d3b9a72f,53ea2f5b-a7fa-5a46-af87-ef2b5986493f,Jerung / Yu,Elasmobranchii,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,3,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
772d217d-012c-5383-a58a-9be180341160,f45cfa27-8dde-5573-8feb-7200f9c31b68,Kekacang,Sphyraena jello,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,4,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
e3289b8f-2d23-5e61-ab25-b7af093d88f1,608a74b4-6aa2-547d-b2a6-999c50ff76c8,Kembung / Pelaling,Rastrelliger kanagurta,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,3,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
adb58eb6-a4b8-5788-a0f2-c4ddc8fc08e5,f2f586cf-acf7-5b50-ab95-515cd304e24c,Kerapu Bebeh,Epinephelus sexfasciatus,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,4,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
60361123-70e9-5316-8958-a8ea69fcbaba,3a0e01e6-f1fd-5aca-b0db-7774fe34c8fe,Kerapu Bintik,Epinephelus coioides,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,3,Works wrapped and baked whole.,Sesuai dibalut dan dibakar utuh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
4d81efae-abac-5b91-b7dd-d48f965072d2,63a81cd6-1863-5de3-8bbe-522cc8dfc174,Kerapu Ekor Gelap,Epinephelus bleekeri,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,4,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
a692d581-7f81-5ffb-a3ea-aed839659fd4,bba68ffe-e598-52de-8a2f-55c2b3dc72bf,Kerapu Harimau,Epinephelus fuscoguttatus,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,4,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
947c4641-9a98-50ac-a526-ad45e7b2d49e,ca3791a3-90f1-58b6-9608-990030b0da6d,Kerapu Kertang,Epinephelus lanceolatus,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,4,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
81a85663-412e-5811-9dfd-1996b0073f11,c63f314c-ac5c-59b9-aa35-3fd53cdb1e7e,Kerapu Lumpur,Epinephelus malabaricus,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,4,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
0a98242e-975e-5b8f-939d-b08151ed4509,c597ee21-dbb2-50fd-bc28-84af0c6d2679,Kerapu Sunoh / Kerapu Bara,Plectropomus spp.,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,4,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
410340d2-b212-51dd-80ad-14a2e78eeb82,8d13780f-7823-5bc3-85a6-9208f82cc61a,Kerapu Tikus,Cromileptes altivelis,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,4,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
37ae8dd7-66dd-5848-a765-4f91a7d5916c,b749d650-2ed8-5256-b41a-403d8539f9d8,Kerepoh,Caranx sexfasciatus,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,4,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
aaac2b9c-5767-5564-81d4-a31022de8aad,491027d9-66f3-5dc7-a816-b9f560718b15,Kerisi,Nemipterus japiconus,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,3,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
4e4c0252-256c-5697-ac68-4036059e3cf8,5905d77c-5e2f-5df3-aca9-8c3c84ecb80e,Kikek,Leiognathus spp.,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,2,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
b7af4b37-2978-5bc7-bbd3-b30c37144f77,a7afdf3b-097a-50c1-854d-b6c35e17426c,Kunyit-kunyit,Lutjanus vitta,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,3,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
f425d19d-a44f-55fe-8ee6-df6da9b2c7b2,b25c5956-4f70-52d4-9d3e-301769d3fccd,Kurau,Polydactylus plebeius,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,4,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
7d12c136-5bf2-5e80-af9e-a2ace3791aa4,1e3a96db-c8de-5285-80e1-04fbe8a223a0,Mameng,Cheilinus undulatus,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,4,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
df6a2432-8ab3-5cbc-91aa-f8515cd21f48,00d6e647-3535-529c-af4a-1124a011c515,Mata Besar / Lolong,Selar crumenophthalmus,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,3,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
1fbaa271-2afe-582b-8795-44053d1223fe,328c8499-23b4-5be7-87f3-7688e88bd6ff,Parang,Chirocentrus dorab,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,4,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
e6bc80fd-1f46-51bf-9bf2-cc0dc32e36b1,49ae87d7-0fbc-50bf-b4c6-aa04d00ef64d,Pari,Chondrichthyes,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,3,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
99ac0b4f-be9e-51e4-a5ab-4d2e01bbb015,04bcdb32-1d9e-5df1-a1e1-cb0a44c11f8d,Patin,Pangasius bocourti,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,3,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
6a9b3854-beb9-5f2b-9b7a-1d26970fb416,7ad367a0-4776-5bf1-871b-f6d081d9ffb8,Pelata,Alepes melanoptera,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,3,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
4cbbec36-1af6-5a6d-b50f-0d78e1ced328,8e3ee730-084d-5713-ab32-8fa7fca349d5,Selar Kuning,Selaroides leptolepis,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,3,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
08094c70-d0ca-5efd-89d0-9eb330527d67,c4295eb1-33e4-540f-818c-cd55b1efa472,Siakap Merah,Lutjanus argentimaculatus,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,4,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
2c22bef7-db72-5ed5-be8b-1378b530785a,b2059a7e-a8d7-5071-8fb7-1d7ca5a8af89,Siakap Putih,Lates calcarifer,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,4,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
e324da47-bf6b-54b2-8598-968d1818c85e,222857e2-5cb3-5dd1-81b8-511c2b2c66b9,Tamban / Sardin,Spratelloides gracilis,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,3,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
23d2cdca-bc7d-5f48-9ea3-2cc841f74c7d,adeb0c21-f1f0-5e00-99c8-fa72bb31126b,Tenggiri,Scomberomorus commerson,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,3,"Good baked, but dries if taken past done.","Sesuai dibakar, tetapi kering jika terlebih masak.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
4cece2c8-f17b-5f5b-a0c0-37837a07c7db,b3548e4a-87f5-5ba8-ba37-aa8e1b16a38b,Terubok,Tenualosa macrura,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,4,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
8c418387-83ec-5ba9-bd4b-97322d7ab662,df8617d0-acd5-526d-a23b-14562c190322,Tilapia,Oreochromis Niloticus,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,3,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
5ca56a8b-dc20-5688-8ed0-cbb03ee8e74a,cc120590-6ccb-526d-86ff-f90d604c6dd4,Tongkol,Thunnus tonggol,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,4,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
04e98222-bf9c-5e5f-86da-dccdfe8841a6,69219448-e83d-504c-9bec-3194f65be055,Tongkol Kurik,Euthynnus affinis,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,4,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
ae73c16d-b50e-5fdd-8f4b-f743d31ad966,fb3f8f7f-74e3-5512-bf12-19970dc62d37,Tongkol Selasih,Auxis thazard,b996ebe6-f1c5-5d22-878c-e1640b4e2037,BAKE,Bake,Bakar dalam Ketuhar,4,"Works well with enclosed oven heat, especially as a whole fish or thick cut.","Sesuai dibakar, terutama sebagai ikan seekor atau potongan tebal.",Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
ff81ab8d-396e-58e8-b783-3751cd97c4bd,292c1ed0-2215-5c67-ac1c-7710b3697741,Alaskan Pollock,Gadus chalcogrammus,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,4,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
cc01dc80-5eb6-5653-a716-4f67f5109660,d150c6ad-d7e4-5c08-a5d2-f97302982eb6,Albacore Tuna,Thunnus alalunga,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,4,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
dfd6f841-75e3-5810-8514-224947a5daba,8dfd2a08-9844-50b1-9b6f-2ff5b0c59323,Atlantic Bluefin Tuna,Thunnus thynnus,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,4,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
6b3ee699-fe8b-5dda-abe3-a03896af5057,f1dab74d-a855-5f5d-a9a2-c01b6c8033c0,Atlantic Cod,Gadus Morhua,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,4,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
9f356090-f372-54ea-a6c9-f4b9fc45de43,453db1e5-0afa-55ab-8777-6cab90b6e60d,Atlantic Salmon,Salmo salar,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,3,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
8ec595e6-5c36-5110-8955-0d22b523f420,e7f4f09f-f5c8-5362-9dd3-6f4b98b57b87,Bakulan,Katsuwonus pelamis,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,4,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
def34864-8db1-55e8-ad42-b027fd3912e3,b378fd3b-a2bd-54f0-ae62-ec109d465d2d,Bawal Emas,Trachinotus blochii,27dfcfcb-dc8a-5655-8774-19b9920027f9,CURRY,Curry,Kari / Masak Lemak,3,Works well in rich gravy and holds its shape during simmering.,Sesuai dalam kuah kerana isi kekal baik semasa direneh.,Generated suitability model; legacy scores preserved where confidently mapped.,2026-09-14T00:00:00Z
