image_id,class_code,class_label,scientific_name,domain,split,original_group_id,source,source_url,licence,licence_usable,attribution,local_path,sha256,notes
mb118994.jpeg,SF001,Kembung / Pelaling,rastrelliger kanagurta,SPECIMEN,UNASSIGNED,a0c51a18c15f828c,Fish-Vista/Morphbank,https://fishair.org/hdr-share/ftp/ark/89609/morphbank/gv08290x.jpeg,CC BY-NC-SA 3.0,YES,,,,fishvista_split=val; museum specimen imagery
b8824af0-38c3-4d41-9b96-093a27794964.jpg,SF005,Kerapu Bintik,epinephelus coioides,SPECIMEN,UNASSIGNED,dd65be5d401f4c3a,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/r108gm95.jpg,CC BY-NC,YES,uf,,,fishvista_split=train; museum specimen imagery
c2afc1e6-5f33-49b9-8aba-7fdba532fdc1.jpg,SF005,Kerapu Bintik,epinephelus coioides,SPECIMEN,UNASSIGNED,907907698c190113,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/4s54cp1m.jpg,CC BY-NC,YES,uf,,,fishvista_split=test; museum specimen imagery
mb116426.jpeg,SF005,Kerapu Bintik,epinephelus coioides,SPECIMEN,UNASSIGNED,bcb0408e285fcfde,Fish-Vista/Morphbank,https://fishair.org/hdr-share/ftp/ark/89609/morphbank/dt00sd2s.jpeg,CC BY-NC-SA 3.0,YES,,,,fishvista_split=test; museum specimen imagery
mb116943.jpeg,SF005,Kerapu Bintik,epinephelus coioides,SPECIMEN,UNASSIGNED,abca2ac814836927,Fish-Vista/Morphbank,https://fishair.org/hdr-share/ftp/ark/89609/morphbank/m1443w8n.jpeg,CC BY-NC-SA 3.0,YES,,,,fishvista_split=train; museum specimen imagery
mb119364.jpeg,SF005,Kerapu Bintik,epinephelus coioides,SPECIMEN,UNASSIGNED,c98729fb4f6e8557,Fish-Vista/Morphbank,https://fishair.org/hdr-share/ftp/ark/89609/morphbank/pd27cm0q.jpeg,CC BY-NC-SA 3.0,YES,,,,fishvista_split=train; museum specimen imagery
mb121425.jpeg,SF005,Kerapu Bintik,epinephelus coioides,SPECIMEN,UNASSIGNED,392827f1e9daa006,Fish-Vista/Morphbank,https://fishair.org/hdr-share/ftp/ark/89609/morphbank/6d146s2w.jpeg,CC BY-NC-SA 3.0,YES,,,,fishvista_split=train; museum specimen imagery
mb123798.jpeg,SF005,Kerapu Bintik,epinephelus coioides,SPECIMEN,UNASSIGNED,9b05983701f7686a,Fish-Vista/Morphbank,https://fishair.org/hdr-share/ftp/ark/89609/morphbank/d465s21k.jpeg,CC BY-NC-SA 3.0,YES,,,,fishvista_split=val; museum specimen imagery
mb125969.jpeg,SF005,Kerapu Bintik,epinephelus coioides,SPECIMEN,UNASSIGNED,9f95b3eb73e7ec9a,Fish-Vista/Morphbank,https://fishair.org/hdr-share/ftp/ark/89609/morphbank/t368hn2n.jpeg,CC BY-NC-SA 3.0,YES,,,,fishvista_split=test; museum specimen imagery
mb128571.jpeg,SF005,Kerapu Bintik,epinephelus coioides,SPECIMEN,UNASSIGNED,19d3e646ba6c9ec8,Fish-Vista/Morphbank,https://fishair.org/hdr-share/ftp/ark/89609/morphbank/gb48wf82.jpeg,CC BY-NC-SA 3.0,YES,,,,fishvista_split=test; museum specimen imagery
mb131426.jpeg,SF005,Kerapu Bintik,epinephelus coioides,SPECIMEN,UNASSIGNED,504f5fd104ee2c18,Fish-Vista/Morphbank,https://fishair.org/hdr-share/ftp/ark/89609/morphbank/6h98qz73.jpeg,CC BY-NC-SA 3.0,YES,,,,fishvista_split=train; museum specimen imagery
