image_id,class_code,class_label,scientific_name,domain,split,original_group_id,source,source_url,licence,licence_usable,attribution,local_path,sha256,notes
06dae0e5-69ad-44e7-9549-d99fd98480e6,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,train,0454425571ead3d0,INATURALIST,https://www.inaturalist.org/observations/393374384,CC-BY-NC,REVIEW,"(c) tanigakikeigou-ryukyu, some rights reserved (CC BY-NC)",KEMBUNG/inaturalist/06dae0e5-69ad-44e7-9549-d99fd98480e6.jpg,0454425571ead3d0e5d7100ee9cd56783394cd559a4a0350769a148c4ad3c971,source=INATURALIST; non-commercial licence
0774b97f-f512-4b44-88c7-8325d583ccfa,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,train,a9c3b1161cf2db67,GBIF,https://www.inaturalist.org/observations/348381510,CC-BY-NC,REVIEW,floris_heemskerk,KEMBUNG/gbif/0774b97f-f512-4b44-88c7-8325d583ccfa.jpg,a9c3b1161cf2db678cebcdcfa16684ac6673989c7c8732e303c3441405206569,source=GBIF; non-commercial licence
07b91244-f4eb-4708-913d-39bcd8dcd6bf,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,test_clean,90b2cca1dc29fc61,WIKIMEDIA_COMMONS,https://commons.wikimedia.org/wiki/File:Rastrelliger_kanagurta_JNC2855_with_colour_chart.JPG,CC-BY-SA,YES,Own work,KEMBUNG/wikimedia_commons/07b91244-f4eb-4708-913d-39bcd8dcd6bf.jpg,90b2cca1dc29fc6154c9fae0abe1a55508a5a7364b79d75988db5e78b73be268,source=WIKIMEDIA_COMMONS; taxon_match=EXACT_CATEGORY
0ac46553-12eb-454a-91a9-57d3f75a3fa0,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,train,773c97e2ee7c9eb6,GBIF,https://www.inaturalist.org/observations/365694886,CC-BY-NC,REVIEW,mimsa,KEMBUNG/gbif/0ac46553-12eb-454a-91a9-57d3f75a3fa0.jpg,773c97e2ee7c9eb6ec1f95ff017c850789066322e8827be6dc6e85ab2054630f,source=GBIF; non-commercial licence
0ceb402e-f7ff-479c-a005-b7cc25463ece,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,val,baec2342bfc6e888,GBIF,https://www.inaturalist.org/observations/261143498,CC-BY-NC,REVIEW,Luca Borghesio,KEMBUNG/gbif/0ceb402e-f7ff-479c-a005-b7cc25463ece.jpg,baec2342bfc6e888e9ad6da47a576e8b7ae5fdf3713cef45ac1968fee3857e5d,source=GBIF; non-commercial licence
0d0d7e41-1b6b-49da-8406-e411c61af9cf,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,val,95174eb89869a62b,WIKIMEDIA_COMMONS,https://commons.wikimedia.org/wiki/File:Ayala_fry_01a.jpg,CC-BY-SA,YES,Own work,KEMBUNG/wikimedia_commons/0d0d7e41-1b6b-49da-8406-e411c61af9cf.jpg,95174eb89869a62b73f71c4da27e373924bb876f8aeb8a69e363fe3727357d8a,source=WIKIMEDIA_COMMONS; taxon_match=EXACT_CATEGORY
0d3ff28f-7cf6-40eb-a9bd-5aa09299258d,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,train,10b6e1561d3a2a26,INATURALIST,https://www.inaturalist.org/observations/393325021,CC-BY-NC,REVIEW,"(c) Jon Aull, some rights reserved (CC BY-NC)",KEMBUNG/inaturalist/0d3ff28f-7cf6-40eb-a9bd-5aa09299258d.jpg,10b6e1561d3a2a26aded0d89f14fdf46836f663196feb9fbcfaa87b5f4e6bc08,source=INATURALIST; non-commercial licence
0d99b12e-b9ec-47e0-b32b-eb9e946bb117,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,train,e93d28d87981eadc,GBIF,https://www.inaturalist.org/observations/338222587,CC-BY-NC,REVIEW,emajorova,KEMBUNG/gbif/0d99b12e-b9ec-47e0-b32b-eb9e946bb117.jpg,e93d28d87981eadc4d4030b3e45925e19d8e5ac4bb6dfd44148f6bc8e914ac17,source=GBIF; non-commercial licence
0ee6bcd9-0598-42d2-ac14-4d5a78da1536,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,train,766898930928c670,WIKIMEDIA_COMMONS,"https://commons.wikimedia.org/wiki/File:%D0%AE%D0%B6%D0%BD%D0%BE%D0%B0%D0%B7%D0%B8%D0%B0%D1%82%D1%81%D0%BA%D0%B0%D1%8F_%D1%81%D0%BA%D1%83%D0%BC%D0%B1%D1%80%D0%B8%D1%8F._Makrele._Indian_mackerel,_mackerel_DSCF9642%D0%92%D0%95.jpg",CC-BY-SA,YES,Own work,KEMBUNG/wikimedia_commons/0ee6bcd9-0598-42d2-ac14-4d5a78da1536.jpg,766898930928c670767f895c821a13990f4d5a03432bf16e85f584e2945efc79,source=WIKIMEDIA_COMMONS; taxon_match=EXACT_CATEGORY
10fe5a1c-302c-401f-93fc-60dde7fe7c2b,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,train,603955ce0073cd88,INATURALIST,https://www.inaturalist.org/observations/319535739,CC-BY-NC,REVIEW,"(c) Marleen Schouten, some rights reserved (CC BY-NC)",KEMBUNG/inaturalist/10fe5a1c-302c-401f-93fc-60dde7fe7c2b.jpg,603955ce0073cd889da7215c31a4f8f37802cdf67240d5e901a413266c751ec7,source=INATURALIST; non-commercial licence
1118c534-929c-46e9-af46-4ec37259426c,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,train,91c101fa98a08b75,INATURALIST,https://www.inaturalist.org/observations/333251281,CC-BY-NC-SA,REVIEW,"(c) Vivek.N.Rathod, some rights reserved (CC BY-NC-SA)",KEMBUNG/inaturalist/1118c534-929c-46e9-af46-4ec37259426c.jpg,91c101fa98a08b75750d398496b94181912ebef87b6d9fbc2f7fa79babb6f004,source=INATURALIST; non-commercial licence
13150bac-e49b-4ba7-8c44-38e77a49d95b,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,train,e274f3bb4bfdaf69,INATURALIST,https://www.inaturalist.org/observations/391702078,CC-BY-NC,REVIEW,"(c) Clive, some rights reserved (CC BY-NC)",KEMBUNG/inaturalist/13150bac-e49b-4ba7-8c44-38e77a49d95b.jpg,e274f3bb4bfdaf696f661dc0cc775df5a51a375850ef685093ecce8dcbc53a37,source=INATURALIST; non-commercial licence
13486a2d-5bc3-4daf-914b-c913759db647,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,train,5529bbd5ce029ce2,INATURALIST,https://www.inaturalist.org/observations/357810910,CC-BY-NC,REVIEW,"(c) afguemas, some rights reserved (CC BY-NC)",KEMBUNG/inaturalist/13486a2d-5bc3-4daf-914b-c913759db647.jpg,5529bbd5ce029ce243e0c1946d29f094101008eb2079b562b55dcc14db08ed37,source=INATURALIST; non-commercial licence
13de947d-b6ef-4f2a-8133-b25dee383c64,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,train,593f3b53c3e00814,INATURALIST,https://www.inaturalist.org/observations/345091929,CC-BY-NC,REVIEW,"(c) Dr Cleeve Robertson, some rights reserved (CC BY-NC)",KEMBUNG/inaturalist/13de947d-b6ef-4f2a-8133-b25dee383c64.jpg,593f3b53c3e00814b3ac24ea4e787a841241a63f99039a521d90301b8375fd2b,source=INATURALIST; non-commercial licence
13f39cbb-b4f7-449d-878b-acc72094dacd,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,test_clean,1facfcbd043f670f,INATURALIST,https://www.inaturalist.org/observations/325067794,CC-BY-NC,REVIEW,"(c) craigjhowe, some rights reserved (CC BY-NC)",KEMBUNG/inaturalist/13f39cbb-b4f7-449d-878b-acc72094dacd.jpg,1facfcbd043f670fa097b96acb2d14e7454f8302a57a1b64923c534519e27743,source=INATURALIST; non-commercial licence
15667c27-6269-4a3d-a72b-b304e1c34949,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,train,475c1bad5a62c473,GBIF,https://www.inaturalist.org/observations/261373923,CC-BY-NC,REVIEW,Luis P. B.,KEMBUNG/gbif/15667c27-6269-4a3d-a72b-b304e1c34949.jpg,475c1bad5a62c473aff8276a5bbae4abb579ed820b043841aee496bf75969594,source=GBIF; non-commercial licence
1576988c-2022-4c89-bdb9-d2e176b6bf2a,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,val,9626968217464f5b,GBIF,https://www.inaturalist.org/observations/279314766,CC-BY-NC,REVIEW,Tom Heijnen,KEMBUNG/gbif/1576988c-2022-4c89-bdb9-d2e176b6bf2a.jpg,9626968217464f5bad42f4187d360ccf615ab6afc17d6bd00b598870aebbd8f2,source=GBIF; non-commercial licence
170312c3-ab12-420a-8349-086e34a9d4ac,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,train,08e567a82587dfe4,GBIF,https://www.inaturalist.org/observations/268978578,CC-BY,YES,Jan Ebr & Ivana Ebrová,KEMBUNG/gbif/170312c3-ab12-420a-8349-086e34a9d4ac.jpg,08e567a82587dfe4f4426a56af224a9ceff16dab6ddac56e3ed6ffe823383b57,source=GBIF
1808ecec-1f5f-4a9e-a972-e0ee80db03ea,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,val,ac434982d8042f7e,INATURALIST,https://www.inaturalist.org/observations/361085599,CC0,YES,no rights reserved,KEMBUNG/inaturalist/1808ecec-1f5f-4a9e-a972-e0ee80db03ea.jpg,ac434982d8042f7e2fa8eca6fa1538b2283c38e063f5290c2021e06840cbd6a7,source=INATURALIST
186ac0d1-d41a-424a-89b1-85ba4a065bb1,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,train,24cd024897d6f918,INATURALIST,https://www.inaturalist.org/observations/337400795,CC-BY-NC,REVIEW,"(c) Ocyrhoe, some rights reserved (CC BY-NC)",KEMBUNG/inaturalist/186ac0d1-d41a-424a-89b1-85ba4a065bb1.jpg,24cd024897d6f918e6f6bc289f7bbaf2a801c45b54100c644095615ab891bdc2,source=INATURALIST; non-commercial licence
19e304d7-0f87-4507-8adb-659b09a44f85,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,train,f41409d43c15e922,GBIF,https://www.inaturalist.org/observations/268255111,CC-BY-NC,REVIEW,Kobus Lubbe,KEMBUNG/gbif/19e304d7-0f87-4507-8adb-659b09a44f85.jpg,f41409d43c15e922493901acfd3ad1cf93136a1b6b3762ea0a4d0d977e1823ba,source=GBIF; non-commercial licence
1a1bb0b4-4a77-4d0a-897b-352a7a5dbb82,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,train,6245a33ddc1439c5,INATURALIST,https://www.inaturalist.org/observations/328625319,CC-BY-NC,REVIEW,"(c) Michael Verdirame, some rights reserved (CC BY-NC)",KEMBUNG/inaturalist/1a1bb0b4-4a77-4d0a-897b-352a7a5dbb82.jpg,6245a33ddc1439c5b679b7f1975e962da567002f286243db5d14861509361796,source=INATURALIST; non-commercial licence
1c1320d5-b5db-41cd-8d1f-f009f444b5df,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,train,1424c9a744f64e9d,GBIF,https://www.inaturalist.org/observations/260642333,CC-BY-NC,REVIEW,trenneka,KEMBUNG/gbif/1c1320d5-b5db-41cd-8d1f-f009f444b5df.jpg,1424c9a744f64e9dc86971e340a0f972142ef489ce57aa8be94195e180751fc8,source=GBIF; non-commercial licence
1c420a14-ba72-48b2-bdc0-90e0d2b71810,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,test_clean,d2a9211e09fa6742,WIKIMEDIA_COMMONS,https://commons.wikimedia.org/wiki/File:%D0%AE%D0%B6%D0%BD%D0%BE%D0%B0%D0%B7%D0%B8%D0%B0%D1%82%D1%81%D0%BA%D0%B0%D1%8F_%D1%81%D0%BA%D1%83%D0%BC%D0%B1%D1%80%D0%B8%D1%8F_(Rastrelliger_kanagurta)._Makrele._Indian_mackerel_DSCF0880WI.jpg,CC-BY-SA,YES,Own work,KEMBUNG/wikimedia_commons/1c420a14-ba72-48b2-bdc0-90e0d2b71810.jpg,d2a9211e09fa67424419a9fb95b98c83dba6e799731b02d2a326f389ea9797ee,source=WIKIMEDIA_COMMONS; taxon_match=EXACT_CATEGORY
1d626cdd-926e-4f1d-8624-b0aa3bee1296,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,train,dee8e53d87434303,GBIF,https://www.inaturalist.org/observations/258934793,CC-BY-NC,REVIEW,zeustour,KEMBUNG/gbif/1d626cdd-926e-4f1d-8624-b0aa3bee1296.jpg,dee8e53d8743430323f09540a073c2bea46fc35f55c234dfa9b6e7c7d57109ec,source=GBIF; non-commercial licence
1d7c2a66-900c-4df9-9583-f2167d56ad31,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,train,fa728cd32c0d4d29,INATURALIST,https://www.inaturalist.org/observations/331383538,CC-BY-NC,REVIEW,"(c) momaz, some rights reserved (CC BY-NC)",KEMBUNG/inaturalist/1d7c2a66-900c-4df9-9583-f2167d56ad31.jpg,fa728cd32c0d4d29213e8f1c9c5f739ba6091e742c72a183c4083d174afc22b2,source=INATURALIST; non-commercial licence
1f036c49-ad8f-41b3-9308-b663afc5869e,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,train,be696a13e41282af,GBIF,https://www.inaturalist.org/observations/264122889,CC-BY,YES,Darren Obbard,KEMBUNG/gbif/1f036c49-ad8f-41b3-9308-b663afc5869e.jpg,be696a13e41282af3303e8ebaf8d2aff6a03ad57221d42e7f03a6dfe95ae5400,source=GBIF
1f422d0f-9f3b-4519-a8a6-61b854d8dfb2,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,train,fb2cb57b6bdd4c04,GBIF,https://www.inaturalist.org/observations/263072769,CC-BY-NC,REVIEW,David Bygott,KEMBUNG/gbif/1f422d0f-9f3b-4519-a8a6-61b854d8dfb2.jpg,fb2cb57b6bdd4c0463386d017355f0e8c0eb9c63d2d032b57d4796d44d8e5175,source=GBIF; non-commercial licence
200603be-3c03-496d-952c-024472f0aae5,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,train,a12d47c6d0765a5e,INATURALIST,https://www.inaturalist.org/observations/336037669,CC-BY,YES,"(c) Ashwin A, some rights reserved (CC BY)",KEMBUNG/inaturalist/200603be-3c03-496d-952c-024472f0aae5.jpg,a12d47c6d0765a5e2b8d54941adf01150d4a500135feed6950affe5a804413fc,source=INATURALIST
201651f8-2fc4-4c58-9b58-441f1fa579a5,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,test_clean,9e5567ed429a7f19,GBIF,https://www.inaturalist.org/observations/258790340,CC-BY-NC,REVIEW,Jiayuan Lin,KEMBUNG/gbif/201651f8-2fc4-4c58-9b58-441f1fa579a5.jpg,9e5567ed429a7f19176c3ce2a29101fd75f052b88a262597b7898ead2fdd1357,source=GBIF; non-commercial licence
21db7513-ea72-4bdb-8f67-eb47f3be236b,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,train,3bfaf705a248a705,INATURALIST,https://www.inaturalist.org/observations/373592962,CC-BY,YES,"(c) 呂一起(Lyu yi-chi), some rights reserved (CC BY)",KEMBUNG/inaturalist/21db7513-ea72-4bdb-8f67-eb47f3be236b.jpg,3bfaf705a248a7053a0e407a8f238f2b3b6326bea15799a87d54f481f729a85a,source=INATURALIST
21fb15b6-5a04-430f-85f5-4c176de9358b,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,train,d57bc8f4a514f903,INATURALIST,https://www.inaturalist.org/observations/340901485,CC-BY-NC,REVIEW,"(c) momaz, some rights reserved (CC BY-NC)",KEMBUNG/inaturalist/21fb15b6-5a04-430f-85f5-4c176de9358b.jpg,d57bc8f4a514f90356f21a2692936e9573f19a32ddc548f5d9689c78aaac4ba6,source=INATURALIST; non-commercial licence
21ff3455-bd05-41fd-8565-c9ab3400657f,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,train,e5ba9f06ef7c6c14,INATURALIST,https://www.inaturalist.org/observations/319600448,CC-BY-NC,REVIEW,"(c) Marleen Schouten, some rights reserved (CC BY-NC)",KEMBUNG/inaturalist/21ff3455-bd05-41fd-8565-c9ab3400657f.jpg,e5ba9f06ef7c6c14111c3fca9a0200d33dd4460164f31ec2ba0e19c934783e65,source=INATURALIST; non-commercial licence
2200b6f8-90c4-435e-b431-3c64dc182177,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,test_clean,c496e631eef0068f,INATURALIST,https://www.inaturalist.org/observations/381572659,CC-BY-NC,REVIEW,"(c) Nurhafizh Sri Albarra, some rights reserved (CC BY-NC)",KEMBUNG/inaturalist/2200b6f8-90c4-435e-b431-3c64dc182177.jpg,c496e631eef0068f368a724c3335d81432098e39af6be4ffdb434d7449947ee6,source=INATURALIST; non-commercial licence
2442b617-55ed-41d5-ba6b-13a9f03dcc0f,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,train,9a99685defa989a2,WIKIMEDIA_COMMONS,https://commons.wikimedia.org/wiki/File:Ayala_fry_01cut_raw_fish.jpg,CC-BY-SA,YES,Own work,KEMBUNG/wikimedia_commons/2442b617-55ed-41d5-ba6b-13a9f03dcc0f.jpg,9a99685defa989a279602e3f182384fbf2b48db3c02636b71e34e322c4be7a18,source=WIKIMEDIA_COMMONS; taxon_match=EXACT_CATEGORY
2609d9d7-6373-43e7-86fa-0a2e5d0ea4aa,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,train,383c5df798c173ab,INATURALIST,https://www.inaturalist.org/observations/319535797,CC-BY-NC,REVIEW,"(c) Marleen Schouten, some rights reserved (CC BY-NC)",KEMBUNG/inaturalist/2609d9d7-6373-43e7-86fa-0a2e5d0ea4aa.jpg,383c5df798c173ab7e5a605de9f673323684c9adacd9ccb26a150b36ab583443,source=INATURALIST; non-commercial licence
26be051c-6891-41d8-883a-a2d4d8f2d864,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,train,193eb8fadb412470,INATURALIST,https://www.inaturalist.org/observations/333919241,CC-BY-NC,REVIEW,"(c) Tony Strazzari, some rights reserved (CC BY-NC)",KEMBUNG/inaturalist/26be051c-6891-41d8-883a-a2d4d8f2d864.jpg,193eb8fadb41247018864918b7d70d5f660dddd0bbeccab75d26369e6574a695,source=INATURALIST; non-commercial licence
270abf8b-a709-4fb7-aa19-69bc3b3dc646,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,test_clean,e2f3065393835ccf,INATURALIST,https://www.inaturalist.org/observations/341483563,CC-BY-NC,REVIEW,"(c) momaz, some rights reserved (CC BY-NC)",KEMBUNG/inaturalist/270abf8b-a709-4fb7-aa19-69bc3b3dc646.jpg,e2f3065393835ccf20b37a891aa9e60bb11c312f90135e07caf016a0cf0ba80b,source=INATURALIST; non-commercial licence
27886d2f-0907-4d8d-964b-bdd0e22620f3,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,val,abdf8e383cd5adce,GBIF,https://www.inaturalist.org/observations/265413453,CC-BY-NC,REVIEW,Radim J. Vašut,KEMBUNG/gbif/27886d2f-0907-4d8d-964b-bdd0e22620f3.jpg,abdf8e383cd5adce5f7ddf98da7ac22f6bbbd543cb2711adaa78453b4f3fe3a6,source=GBIF; non-commercial licence
280d7319-f685-46c6-a0fb-225fb4d86ed3,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,train,4d616eb8af8f4e4a,INATURALIST,https://www.inaturalist.org/observations/331372655,CC-BY-NC,REVIEW,"(c) Terry Farr, some rights reserved (CC BY-NC)",KEMBUNG/inaturalist/280d7319-f685-46c6-a0fb-225fb4d86ed3.jpg,4d616eb8af8f4e4a6302f296d7a799005b7cbb8e43386792870c4e76ee66bd25,source=INATURALIST; non-commercial licence
29d603f1-1339-4ac8-8393-c1be344b77ce,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,train,7f2edf237e1c2f2d,GBIF,https://www.inaturalist.org/observations/263589729,CC-BY-NC,REVIEW,afguemas,KEMBUNG/gbif/29d603f1-1339-4ac8-8393-c1be344b77ce.jpg,7f2edf237e1c2f2d68cf08b377871125475871f0b7866ca07edadd7ceddff565,source=GBIF; non-commercial licence
2a98c58c-bd84-46d6-b892-dd261d5739e7,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,train,b176749d7b1d1140,GBIF,https://www.inaturalist.org/observations/384038417,CC-BY-NC,REVIEW,schafhoernle,KEMBUNG/gbif/2a98c58c-bd84-46d6-b892-dd261d5739e7.jpg,b176749d7b1d1140cb7872f4e00559207f93c03959790202c6e831f5a3e0b0a1,source=GBIF; non-commercial licence
2d53156c-d115-40cd-ba04-f33d7a7e9b42,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,test_clean,1daa0e21eb22531d,INATURALIST,https://www.inaturalist.org/observations/332153047,CC-BY,YES,"(c) Nick Tobler (Cowturtle), some rights reserved (CC BY)",KEMBUNG/inaturalist/2d53156c-d115-40cd-ba04-f33d7a7e9b42.jpg,1daa0e21eb22531db5a5cc63ffdba28e496167ed130309cb4debb40e71bfdd5b,source=INATURALIST
2ddb0556-8090-4c51-bc55-3b23283f9326,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,train,962fb91650ff9caa,INATURALIST,https://www.inaturalist.org/observations/319535797,CC-BY-NC,REVIEW,"(c) Marleen Schouten, some rights reserved (CC BY-NC)",KEMBUNG/inaturalist/2ddb0556-8090-4c51-bc55-3b23283f9326.jpg,962fb91650ff9caad84e57bc4879f6d7c74de1b1bfa083e97a7ce445c3d6b11a,source=INATURALIST; non-commercial licence
2f6fbf00-ce53-4f94-87d9-b1e0a49d5be1,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,val,baf1fe3ba72c5c1d,INATURALIST,https://www.inaturalist.org/observations/375393040,CC-BY-NC,REVIEW,"(c) Wayne and Pam Osborn, some rights reserved (CC BY-NC)",KEMBUNG/inaturalist/2f6fbf00-ce53-4f94-87d9-b1e0a49d5be1.jpg,baf1fe3ba72c5c1df5da307a3e044e5ccb01bd2946bf61602049d061b2d43d14,source=INATURALIST; non-commercial licence
302bc971-8782-463d-871b-d68df78faf2f,SF001,Kembung / Pelaling,Rastrelliger kanagurta,WILD,train,7cfdf6356f849b73,INATURALIST,https://www.inaturalist.org/observations/329815846,CC-BY-NC,REVIEW,"(c) Sylvain Le Bris, some rights reserved (CC BY-NC)",KEMBUNG/inaturalist/302bc971-8782-463d-871b-d68df78faf2f.jpg,7cfdf6356f849b7390d3c39144feb931684af7e1a9833d1916f7ea153a407250,source=INATURALIST; non-commercial licence
